,0,1,MeanRecoveryTerm,AltMeanRecoveryTerm,Cluster
A,6.75,22.22222222222222,18.625,5.444444444444445,-1
AAP,11.479166666666666,20.666666666666668,13.708333333333334,7.666666666666667,-1
ABBV,11.458333333333334,23.22222222222222,13.625,4.222222222222222,0
ABC,10.458333333333334,20.22222222222222,16.041666666666668,5.555555555555555,-1
ABT,10.875,15.222222222222221,14.5,9.0,-1
ACN,11.3125,19.444444444444443,14.791666666666666,8.555555555555555,-1
ADM,10.0,19.88888888888889,16.833333333333332,5.111111111111111,-1
AEE,10.0,12.666666666666666,13.791666666666666,15.222222222222221,-1
AES,9.208333333333334,16.444444444444443,18.5,10.444444444444445,-1
AFL,12.0,18.666666666666668,14.541666666666666,7.666666666666667,-1
AIG,10.541666666666666,16.555555555555557,13.666666666666666,11.0,-1
AIZ,8.104166666666666,22.11111111111111,18.166666666666668,7.222222222222222,-1
AJG,9.625,22.0,16.166666666666668,6.333333333333333,-1
ALB,12.833333333333334,16.555555555555557,13.375,9.666666666666666,-1
ALK,13.75,23.77777777777778,12.75,5.666666666666667,-1
ALL,11.833333333333334,20.88888888888889,13.833333333333334,5.111111111111111,-1
ALLE,12.291666666666666,23.333333333333332,13.791666666666666,4.666666666666667,-1
AMCR,8.541666666666666,19.0,13.625,6.888888888888889,-1
AME,12.583333333333334,24.333333333333332,14.666666666666666,4.333333333333333,-1
AMP,9.5625,22.88888888888889,14.291666666666666,5.0,0
AMT,7.958333333333333,18.666666666666668,17.625,8.88888888888889,-1
ANET,9.666666666666666,22.77777777777778,15.125,5.0,0
AON,9.583333333333334,22.444444444444443,15.375,4.333333333333333,0
AOS,16.166666666666668,18.88888888888889,11.75,7.555555555555555,-1
APD,10.166666666666666,22.0,14.541666666666666,6.555555555555555,0
APH,11.791666666666666,17.666666666666668,13.75,8.666666666666666,-1
APTV,10.291666666666666,21.22222222222222,15.333333333333334,5.555555555555555,-1
ARE,8.541666666666666,17.11111111111111,18.333333333333332,8.444444444444445,-1
ATO,7.25,20.22222222222222,17.625,7.222222222222222,-1
AVB,6.25,17.333333333333332,18.5,10.777777777777779,-1
AVY,8.041666666666666,24.444444444444443,17.125,4.222222222222222,-1
AWK,9.625,18.333333333333332,15.208333333333334,8.333333333333334,-1
AXP,10.375,23.444444444444443,14.208333333333334,3.5555555555555554,0
AZO,14.333333333333334,18.22222222222222,12.375,8.777777777777779,-1
BA,10.875,18.77777777777778,16.833333333333332,8.777777777777779,-1
BAC,13.0,18.88888888888889,13.083333333333334,7.777777777777778,-1
BALL,11.875,23.22222222222222,14.291666666666666,4.333333333333333,0
BAX,12.583333333333334,17.555555555555557,15.833333333333334,10.555555555555555,-1
BBWI,14.458333333333334,19.333333333333332,11.416666666666666,6.888888888888889,-1
BBY,10.75,21.444444444444443,14.916666666666666,5.888888888888889,-1
BDX,11.125,24.88888888888889,14.833333333333334,4.555555555555555,-1
BEN,8.916666666666666,24.0,16.25,5.0,-1
BF.B,9.3125,23.11111111111111,14.541666666666666,4.555555555555555,0
BIO,12.208333333333334,19.444444444444443,15.458333333333334,6.222222222222222,-1
BK,13.375,23.22222222222222,12.166666666666666,5.666666666666667,-1
BLK,8.583333333333334,18.11111111111111,16.291666666666668,8.666666666666666,-1
BMY,12.583333333333334,19.444444444444443,10.458333333333334,7.777777777777778,-1
BR,7.791666666666667,21.11111111111111,16.541666666666668,6.222222222222222,-1
BRK-B,14.291666666666666,16.444444444444443,12.5,10.11111111111111,-1
BRO,10.875,18.77777777777778,15.125,10.11111111111111,-1
BSX,11.0,23.333333333333332,14.958333333333334,4.777777777777778,0
BWA,14.791666666666666,19.333333333333332,11.375,7.666666666666667,-1
BXP,9.541666666666666,17.77777777777778,15.5,11.222222222222221,-1
C,14.083333333333334,17.88888888888889,11.791666666666666,8.666666666666666,-1
CAG,14.458333333333334,13.444444444444445,11.791666666666666,10.444444444444445,-1
CAH,10.041666666666666,20.333333333333332,15.5,7.555555555555555,-1
CARR,9.5,23.11111111111111,14.625,4.555555555555555,0
CAT,13.666666666666666,15.666666666666666,14.416666666666666,12.333333333333334,-1
CB,13.083333333333334,18.88888888888889,11.625,10.0,-1
CBRE,10.479166666666666,19.22222222222222,15.5,6.555555555555555,-1
CCI,11.208333333333334,15.222222222222221,14.25,9.11111111111111,-1
CCL,14.208333333333334,23.555555555555557,13.208333333333334,3.3333333333333335,-1
CDAY,9.875,23.444444444444443,14.0,4.111111111111111,0
CE,10.479166666666666,24.77777777777778,15.458333333333334,3.4444444444444446,-1
CF,9.5625,23.555555555555557,14.333333333333334,4.444444444444445,0
CFG,13.25,22.88888888888889,11.791666666666666,4.888888888888889,-1
CHD,9.916666666666666,19.88888888888889,15.916666666666666,6.555555555555555,-1
CI,6.958333333333333,16.555555555555557,17.916666666666668,10.88888888888889,-1
CL,13.708333333333334,19.22222222222222,11.958333333333334,7.555555555555555,-1
CLX,8.583333333333334,16.444444444444443,13.833333333333334,10.444444444444445,-1
CMA,11.875,21.666666666666668,12.333333333333334,6.222222222222222,-1
CMG,11.916666666666666,22.555555555555557,13.166666666666666,4.333333333333333,-1
CMI,11.5,19.88888888888889,14.458333333333334,7.444444444444445,-1
CMS,7.083333333333333,15.333333333333334,16.083333333333332,9.222222222222221,-1
CNC,10.145833333333334,17.77777777777778,17.083333333333332,7.111111111111111,-1
CNP,10.0,17.0,17.166666666666668,9.11111111111111,-1
COF,12.041666666666666,22.333333333333332,13.75,5.777777777777778,-1
COO,10.833333333333334,17.666666666666668,15.25,9.11111111111111,-1
COP,10.25,21.22222222222222,14.458333333333334,6.555555555555555,-1
CPB,9.541666666666666,18.77777777777778,15.0,9.444444444444445,-1
CPT,8.458333333333334,15.777777777777779,16.708333333333332,10.0,-1
CRL,15.1875,22.666666666666668,11.666666666666666,5.111111111111111,-1
CRM,10.8125,21.0,14.833333333333334,6.444444444444445,-1
CTLT,11.041666666666666,22.22222222222222,14.125,5.111111111111111,0
CTRA,9.666666666666666,16.333333333333332,16.083333333333332,11.222222222222221,-1
CTVA,8.75,20.444444444444443,15.541666666666666,5.777777777777778,-1
CVS,9.416666666666666,19.77777777777778,15.916666666666666,6.777777777777778,-1
CVX,12.5,19.22222222222222,13.666666666666666,8.444444444444445,-1
D,9.458333333333334,10.222222222222221,14.833333333333334,11.777777777777779,-1
DAL,10.75,22.666666666666668,13.5,5.111111111111111,0
DD,14.875,19.11111111111111,10.583333333333334,7.888888888888889,-1
DE,11.125,24.666666666666668,15.083333333333334,4.0,-1
DFS,11.916666666666666,24.0,13.5,3.6666666666666665,-1
DG,9.5,20.0,13.916666666666666,7.555555555555555,-1
DGX,10.416666666666666,23.11111111111111,15.083333333333334,5.222222222222222,0
DHI,14.458333333333334,19.11111111111111,9.833333333333334,8.666666666666666,-1
DHR,12.666666666666666,23.11111111111111,14.041666666666666,5.0,-1
DIS,9.625,22.444444444444443,13.25,4.222222222222222,0
DLR,8.6875,14.555555555555555,17.583333333333332,10.0,-1
DOV,11.083333333333334,26.0,15.333333333333334,3.4444444444444446,-1
DOW,10.208333333333334,23.22222222222222,14.208333333333334,4.444444444444445,0
DPZ,11.9375,17.22222222222222,14.125,9.0,-1
DRI,10.166666666666666,15.555555555555555,15.625,9.444444444444445,-1
DTE,9.75,15.777777777777779,16.5,9.666666666666666,-1
DUK,8.25,12.0,14.333333333333334,16.333333333333332,-1
DVA,10.416666666666666,18.88888888888889,12.708333333333334,7.222222222222222,-1
DVN,8.875,18.0,16.583333333333332,9.0,-1
DXC,10.75,18.333333333333332,14.083333333333334,8.222222222222221,-1
ECL,6.708333333333333,22.666666666666668,16.25,6.111111111111111,-1
ED,9.041666666666666,12.777777777777779,16.333333333333332,13.0,-1
EFX,10.666666666666666,16.22222222222222,13.958333333333334,10.777777777777779,-1
EIX,9.458333333333334,16.555555555555557,17.458333333333332,9.88888888888889,-1
EL,15.125,21.444444444444443,12.541666666666666,5.111111111111111,-1
ELV,10.270833333333334,24.77777777777778,15.208333333333334,3.6666666666666665,-1
EMN,14.166666666666666,21.666666666666668,14.041666666666666,6.111111111111111,-1
EMR,11.291666666666666,17.666666666666668,15.625,7.0,-1
EOG,8.125,18.0,17.041666666666668,10.0,-1
EPAM,6.791666666666667,23.333333333333332,17.291666666666668,4.333333333333333,-1
EQR,9.5,19.666666666666668,15.708333333333334,9.11111111111111,-1
EQT,8.333333333333334,17.77777777777778,17.208333333333332,10.333333333333334,-1
ES,6.458333333333333,15.333333333333334,18.625,10.333333333333334,-1
ESS,8.125,18.77777777777778,18.0,8.444444444444445,-1
ETN,11.416666666666666,23.666666666666668,14.833333333333334,4.666666666666667,0
ETR,9.541666666666666,14.11111111111111,14.708333333333334,14.777777777777779,-1
EVRG,11.0,15.666666666666666,15.5,9.88888888888889,-1
EW,11.5,20.444444444444443,12.375,7.111111111111111,-1
EXR,8.6875,20.0,16.208333333333332,3.7777777777777777,-1
F,14.916666666666666,26.88888888888889,10.375,2.5555555555555554,-1
FBHS,10.5,24.11111111111111,14.916666666666666,3.5555555555555554,-1
FCX,11.208333333333334,16.0,14.041666666666666,10.88888888888889,-1
FDS,11.333333333333334,17.77777777777778,13.25,5.0,-1
FDX,10.416666666666666,19.444444444444443,15.5,10.0,-1
FE,8.416666666666666,13.88888888888889,16.958333333333332,13.555555555555555,-1
FIS,11.9375,17.22222222222222,14.833333333333334,8.555555555555555,-1
FLT,9.541666666666666,20.555555555555557,15.625,5.111111111111111,-1
FMC,12.041666666666666,24.555555555555557,13.5,4.444444444444445,-1
FRC,10.166666666666666,22.555555555555557,12.916666666666666,5.444444444444445,0
FRT,7.375,18.0,18.0,8.666666666666666,-1
FTV,10.583333333333334,23.555555555555557,14.833333333333334,4.333333333333333,0
GD,9.125,17.0,16.791666666666668,10.333333333333334,-1
GE,16.166666666666668,23.22222222222222,9.958333333333334,4.888888888888889,-1
GIS,12.875,14.0,13.875,10.555555555555555,-1
GL,12.583333333333334,24.0,14.666666666666666,4.888888888888889,-1
GLW,11.666666666666666,23.0,14.958333333333334,6.555555555555555,0
GM,10.916666666666666,23.666666666666668,13.541666666666666,3.888888888888889,0
GNRC,11.791666666666666,21.22222222222222,12.583333333333334,6.111111111111111,-1
GPC,12.291666666666666,19.333333333333332,12.75,7.0,-1
GPN,11.1875,14.0,15.166666666666666,12.555555555555555,-1
GRMN,12.6875,21.0,14.958333333333334,6.333333333333333,-1
GS,10.875,21.0,15.083333333333334,6.666666666666667,-1
GWW,10.958333333333334,21.444444444444443,13.958333333333334,6.888888888888889,-1
HAL,10.125,21.555555555555557,16.541666666666668,6.888888888888889,-1
HCA,11.583333333333334,23.11111111111111,12.916666666666666,4.555555555555555,0
HD,14.875,23.0,11.125,5.444444444444445,-1
HES,8.041666666666666,18.444444444444443,15.5,8.0,-1
HIG,10.0,20.88888888888889,15.583333333333334,8.11111111111111,-1
HII,9.125,21.77777777777778,14.791666666666666,5.555555555555555,-1
HLT,9.458333333333334,23.77777777777778,15.083333333333334,4.0,0
HPE,11.583333333333334,23.444444444444443,13.791666666666666,4.444444444444445,0
HPQ,10.375,22.0,14.083333333333334,4.666666666666667,-1
HRL,8.708333333333334,17.555555555555557,13.5,9.444444444444445,-1
HSY,12.625,10.666666666666666,12.75,12.444444444444445,-1
HUM,9.583333333333334,15.666666666666666,16.125,9.777777777777779,-1
HWM,10.75,23.333333333333332,13.333333333333334,4.222222222222222,0
IBM,13.041666666666666,18.555555555555557,12.166666666666666,7.666666666666667,-1
ICE,8.145833333333334,22.22222222222222,17.291666666666668,5.777777777777778,-1
IEX,9.791666666666666,26.666666666666668,16.291666666666668,2.7777777777777777,-1
IFF,11.208333333333334,25.555555555555557,13.791666666666666,3.4444444444444446,-1
INVH,8.375,24.0,16.291666666666668,3.888888888888889,-1
IP,13.708333333333334,25.555555555555557,13.0,4.111111111111111,-1
IPG,15.458333333333334,18.11111111111111,11.708333333333334,5.222222222222222,-1
IQV,10.208333333333334,21.77777777777778,14.916666666666666,5.111111111111111,-1
IR,10.666666666666666,20.444444444444443,13.875,6.777777777777778,-1
IRM,13.291666666666666,21.666666666666668,12.375,6.333333333333333,-1
IT,8.625,22.77777777777778,15.958333333333334,5.666666666666667,-1
ITW,15.708333333333334,21.0,11.875,7.0,-1
IVZ,12.291666666666666,24.77777777777778,14.833333333333334,3.3333333333333335,-1
J,10.291666666666666,24.88888888888889,15.875,4.444444444444445,-1
JCI,11.125,22.555555555555557,14.833333333333334,4.888888888888889,0
JNJ,14.458333333333334,15.333333333333334,12.875,12.444444444444445,-1
JNPR,16.166666666666668,22.88888888888889,10.125,4.888888888888889,-1
JPM,12.791666666666666,22.11111111111111,11.875,7.0,-1
K,11.75,11.222222222222221,13.291666666666666,11.777777777777779,-1
KEY,12.0,20.666666666666668,13.125,7.888888888888889,-1
KEYS,10.208333333333334,21.0,14.708333333333334,5.444444444444445,-1
KIM,8.958333333333334,16.77777777777778,16.75,9.333333333333334,-1
KMB,13.916666666666666,24.333333333333332,10.791666666666666,3.5555555555555554,-1
KMI,8.166666666666666,23.555555555555557,16.208333333333332,4.444444444444445,-1
KMX,9.5,21.11111111111111,13.791666666666666,4.111111111111111,-1
KO,12.541666666666666,22.11111111111111,13.708333333333334,7.666666666666667,-1
KR,8.958333333333334,21.88888888888889,14.625,6.555555555555555,-1
L,7.458333333333333,20.88888888888889,17.666666666666668,5.222222222222222,-1
LDOS,10.958333333333334,23.88888888888889,14.375,3.6666666666666665,0
LEN,14.041666666666666,21.22222222222222,11.5,6.222222222222222,-1
LH,13.166666666666666,15.0,14.666666666666666,10.777777777777779,-1
LHX,13.291666666666666,19.333333333333332,11.75,5.666666666666667,-1
LIN,10.333333333333334,20.22222222222222,15.875,7.333333333333333,-1
LLY,11.083333333333334,18.444444444444443,15.333333333333334,7.777777777777778,-1
LMT,7.583333333333333,21.555555555555557,16.458333333333332,4.666666666666667,-1
LNC,9.958333333333334,23.22222222222222,15.833333333333334,4.888888888888889,0
LOW,12.5,24.444444444444443,13.0,3.888888888888889,-1
LUMN,13.416666666666666,21.22222222222222,13.041666666666666,6.444444444444445,-1
LUV,15.125,19.11111111111111,10.541666666666666,10.222222222222221,-1
LVS,9.979166666666666,21.11111111111111,14.708333333333334,5.333333333333333,-1
LW,8.291666666666666,18.444444444444443,14.791666666666666,8.777777777777779,-1
LYB,10.833333333333334,23.22222222222222,14.291666666666666,4.222222222222222,0
LYV,9.708333333333334,19.0,15.458333333333334,7.0,-1
MA,9.166666666666666,24.11111111111111,16.291666666666668,3.5555555555555554,-1
MAA,9.666666666666666,17.77777777777778,16.083333333333332,10.0,-1
MAS,12.833333333333334,25.555555555555557,13.166666666666666,3.0,-1
MCD,10.125,14.88888888888889,17.416666666666668,9.0,-1
MCK,12.291666666666666,22.555555555555557,14.833333333333334,4.555555555555555,-1
MCO,8.625,17.333333333333332,18.75,8.777777777777779,-1
MDT,12.708333333333334,19.88888888888889,12.208333333333334,6.555555555555555,-1
MET,7.791666666666667,21.0,15.916666666666666,7.111111111111111,-1
MGM,10.791666666666666,23.0,15.375,4.555555555555555,0
MHK,12.708333333333334,25.444444444444443,13.625,2.888888888888889,-1
MKC,12.791666666666666,20.0,13.625,8.666666666666666,-1
MLM,10.5,21.11111111111111,14.583333333333334,5.0,-1
MMC,12.541666666666666,22.555555555555557,12.833333333333334,5.666666666666667,-1
MMM,16.25,23.0,10.333333333333334,5.777777777777778,-1
MO,10.875,15.333333333333334,15.041666666666666,12.444444444444445,-1
MOH,8.020833333333334,26.666666666666668,18.375,2.2222222222222223,-1
MOS,12.041666666666666,24.22222222222222,15.0,4.777777777777778,-1
MPC,9.083333333333334,20.77777777777778,15.875,5.666666666666667,-1
MRK,9.666666666666666,17.11111111111111,14.458333333333334,8.333333333333334,-1
MRO,8.625,21.22222222222222,16.375,6.222222222222222,-1
MS,13.125,17.22222222222222,13.375,9.444444444444445,-1
MSCI,9.125,20.555555555555557,16.166666666666668,6.0,-1
MSI,10.708333333333334,22.22222222222222,14.125,5.333333333333333,0
MTB,11.208333333333334,15.555555555555555,12.458333333333334,10.0,-1
MTD,9.708333333333334,21.11111111111111,15.416666666666666,6.555555555555555,-1
NCLH,7.833333333333333,24.11111111111111,16.458333333333332,3.888888888888889,-1
NEE,11.583333333333334,7.888888888888889,14.333333333333334,17.88888888888889,-1
NEM,12.125,19.22222222222222,12.916666666666666,5.888888888888889,-1
NI,9.625,11.555555555555555,15.5,15.555555555555555,-1
NKE,12.041666666666666,16.0,12.333333333333334,8.88888888888889,-1
NOC,10.25,22.666666666666668,15.625,4.0,0
NOW,9.916666666666666,22.22222222222222,14.375,4.777777777777778,0
NRG,9.1875,11.666666666666666,15.75,10.0,-1
NSC,11.0,16.666666666666668,16.708333333333332,8.777777777777779,-1
NUE,10.125,21.22222222222222,16.375,6.444444444444445,-1
NVR,12.541666666666666,24.88888888888889,13.958333333333334,4.777777777777778,-1
O,8.083333333333334,16.555555555555557,17.166666666666668,11.555555555555555,-1
OGN,11.458333333333334,19.88888888888889,13.291666666666666,6.444444444444445,-1
OKE,6.125,20.22222222222222,18.166666666666668,6.333333333333333,-1
OMC,14.708333333333334,21.11111111111111,12.125,6.222222222222222,-1
ORCL,9.375,20.88888888888889,15.541666666666666,7.0,-1
OTIS,10.666666666666666,23.11111111111111,14.166666666666666,4.555555555555555,0
OXY,9.416666666666666,16.11111111111111,16.0,7.777777777777778,-1
PAYC,8.833333333333334,22.11111111111111,15.708333333333334,5.333333333333333,-1
PCG,8.833333333333334,18.333333333333332,17.166666666666668,8.333333333333334,-1
PEAK,9.75,15.88888888888889,16.208333333333332,9.444444444444445,-1
PEG,9.458333333333334,10.666666666666666,17.041666666666668,14.88888888888889,-1
PFE,14.333333333333334,24.333333333333332,11.333333333333334,3.7777777777777777,-1
PG,12.333333333333334,17.333333333333332,13.541666666666666,9.555555555555555,-1
PGR,12.5,17.0,13.208333333333334,9.777777777777779,-1
PH,10.708333333333334,25.22222222222222,14.541666666666666,3.5555555555555554,-1
PHM,14.041666666666666,19.333333333333332,11.625,9.11111111111111,-1
PKG,10.875,25.11111111111111,13.333333333333334,4.333333333333333,-1
PKI,14.041666666666666,21.22222222222222,13.5,5.888888888888889,-1
PLD,9.166666666666666,18.88888888888889,18.75,8.666666666666666,-1
PM,11.75,21.0,13.666666666666666,6.111111111111111,-1
PNC,8.791666666666666,21.333333333333332,16.083333333333332,6.222222222222222,-1
PNR,13.375,22.666666666666668,13.166666666666666,7.222222222222222,-1
PNW,9.25,16.333333333333332,14.75,10.222222222222221,-1
PPG,11.916666666666666,21.88888888888889,13.458333333333334,7.0,-1
PPL,6.708333333333333,14.666666666666666,18.583333333333332,10.666666666666666,-1
PRU,11.229166666666666,20.11111111111111,15.291666666666666,6.777777777777778,-1
PSA,12.958333333333334,8.555555555555555,13.416666666666666,16.11111111111111,-1
PSX,9.625,19.555555555555557,15.166666666666666,7.444444444444445,-1
PWR,11.0,19.555555555555557,15.0,6.777777777777778,-1
PXD,11.5,22.22222222222222,11.5,5.777777777777778,-1
RCL,14.666666666666666,22.22222222222222,12.041666666666666,3.6666666666666665,-1
RE,13.916666666666666,24.333333333333332,13.666666666666666,4.777777777777778,-1
RF,13.666666666666666,23.22222222222222,11.416666666666666,6.222222222222222,-1
RHI,16.208333333333332,22.666666666666668,11.208333333333334,4.222222222222222,-1
RJF,7.25,21.77777777777778,19.375,7.333333333333333,-1
RL,11.333333333333334,17.88888888888889,13.875,9.88888888888889,-1
RMD,12.583333333333334,13.666666666666666,10.875,11.444444444444445,-1
ROK,11.125,20.444444444444443,14.583333333333334,6.777777777777778,-1
ROL,14.041666666666666,14.777777777777779,13.041666666666666,11.0,-1
ROP,10.208333333333334,27.444444444444443,15.458333333333334,2.5555555555555554,-1
RSG,7.416666666666667,20.666666666666668,19.333333333333332,6.888888888888889,-1
RTX,11.916666666666666,19.333333333333332,13.625,6.777777777777778,-1
SCHW,9.958333333333334,22.77777777777778,15.666666666666666,5.0,0
SEE,15.041666666666666,19.77777777777778,10.208333333333334,7.666666666666667,-1
SHW,11.083333333333334,23.333333333333332,15.666666666666666,3.6666666666666665,0
SJM,9.916666666666666,19.666666666666668,13.25,7.111111111111111,-1
SLB,10.125,20.77777777777778,14.166666666666666,7.777777777777778,-1
SNA,12.625,21.555555555555557,11.958333333333334,5.777777777777778,-1
SO,11.916666666666666,12.11111111111111,13.958333333333334,15.777777777777779,-1
SPG,10.833333333333334,19.333333333333332,14.083333333333334,8.222222222222221,-1
SPGI,10.041666666666666,17.444444444444443,17.833333333333332,8.222222222222221,-1
SRE,8.583333333333334,18.77777777777778,17.5,8.11111111111111,-1
STE,9.791666666666666,25.0,17.291666666666668,3.7777777777777777,-1
STT,12.333333333333334,21.88888888888889,13.666666666666666,6.444444444444445,-1
STZ,12.5,18.22222222222222,14.208333333333334,9.333333333333334,-1
SWK,12.833333333333334,26.444444444444443,11.5,2.888888888888889,-1
SYF,10.958333333333334,23.444444444444443,14.041666666666666,4.0,0
SYK,13.041666666666666,18.666666666666668,14.083333333333334,9.777777777777779,-1
SYY,14.791666666666666,17.555555555555557,13.041666666666666,6.666666666666667,-1
T,15.625,13.222222222222221,9.958333333333334,11.666666666666666,-1
TAP,14.166666666666666,23.444444444444443,12.833333333333334,5.333333333333333,-1
TDG,9.5,23.666666666666668,15.041666666666666,4.111111111111111,0
TDY,11.25,20.88888888888889,14.458333333333334,7.111111111111111,-1
TEL,11.291666666666666,22.88888888888889,14.125,4.444444444444445,0
TFC,14.833333333333334,18.666666666666668,10.333333333333334,8.777777777777779,-1
TFX,11.0,23.666666666666668,14.791666666666666,5.555555555555555,0
TGT,13.958333333333334,20.333333333333332,12.75,7.666666666666667,-1
TJX,13.541666666666666,17.22222222222222,13.833333333333334,8.777777777777779,-1
TMO,10.666666666666666,23.666666666666668,15.291666666666666,5.111111111111111,0
TPR,10.895833333333334,22.333333333333332,13.75,5.111111111111111,0
TRGP,7.458333333333333,23.444444444444443,16.666666666666668,4.111111111111111,-1
TRV,16.25,25.444444444444443,10.708333333333334,4.444444444444445,-1
TSN,16.916666666666668,19.555555555555557,8.875,5.333333333333333,-1
TT,11.625,25.555555555555557,14.125,3.5555555555555554,-1
TWTR,10.333333333333334,21.11111111111111,14.291666666666666,5.888888888888889,-1
TXT,13.208333333333334,19.666666666666668,11.583333333333334,7.555555555555555,-1
TYL,11.75,22.11111111111111,13.875,4.222222222222222,-1
UDR,9.125,19.444444444444443,17.125,7.666666666666667,-1
UHS,12.75,22.333333333333332,14.041666666666666,6.555555555555555,-1
UNH,11.25,12.88888888888889,15.291666666666666,10.555555555555555,-1
UNP,12.833333333333334,22.0,13.5,5.333333333333333,-1
UPS,11.208333333333334,19.22222222222222,15.958333333333334,8.0,-1
URI,10.375,22.88888888888889,16.0,6.111111111111111,0
USB,13.958333333333334,16.11111111111111,11.0,9.88888888888889,-1
V,10.041666666666666,24.11111111111111,15.75,3.5555555555555554,-1
VFC,12.083333333333334,20.333333333333332,14.916666666666666,7.222222222222222,-1
VICI,10.041666666666666,19.444444444444443,14.833333333333334,6.777777777777778,-1
VLO,9.75,22.666666666666668,15.875,5.888888888888889,0
VMC,13.833333333333334,24.22222222222222,11.833333333333334,4.888888888888889,-1
VNO,9.416666666666666,20.11111111111111,15.625,9.11111111111111,-1
VTR,11.625,17.22222222222222,14.333333333333334,9.222222222222221,-1
VZ,17.541666666666668,16.0,8.625,12.444444444444445,-1
WAB,12.666666666666666,21.22222222222222,14.458333333333334,4.666666666666667,-1
WAT,14.833333333333334,21.444444444444443,11.666666666666666,5.666666666666667,-1
WEC,10.0,14.88888888888889,16.0,10.555555555555555,-1
WELL,8.958333333333334,18.0,15.166666666666666,7.444444444444445,-1
WFC,11.0,18.666666666666668,13.291666666666666,7.666666666666667,-1
WHR,14.833333333333334,21.555555555555557,12.583333333333334,7.111111111111111,-1
WM,10.375,22.88888888888889,16.25,4.222222222222222,0
WMB,8.375,21.77777777777778,17.5,4.111111111111111,-1
WMT,11.5,10.666666666666666,12.458333333333334,15.222222222222221,-1
WRB,10.75,15.444444444444445,14.916666666666666,11.0,-1
WRK,10.875,23.666666666666668,14.0,4.333333333333333,0
WST,13.333333333333334,23.11111111111111,10.916666666666666,5.777777777777778,-1
WY,12.458333333333334,24.555555555555557,14.208333333333334,4.555555555555555,-1
XOM,8.708333333333334,19.11111111111111,16.333333333333332,8.666666666666666,-1
XYL,9.75,23.666666666666668,15.375,4.333333333333333,0
YUM,11.125,15.777777777777779,14.833333333333334,6.666666666666667,-1
ZBH,13.229166666666666,23.555555555555557,13.833333333333334,4.777777777777778,-1
ZTS,11.708333333333334,22.666666666666668,13.958333333333334,5.0,0
